Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Justice,ICPC,Asset Recovery and Reporting,Report corruption and assets,Anti-Corruption,Asset recovery,Justice,Hybrid,https://www.icpc.gov.ng,"Corruption evidence, asset details",30-90 days,Free,Any person,https://www.icpc.gov.ng/contact,https://www.icpc.gov.ng/recovery,Yes,Hybrid,https://www.icpc.gov.ng/recovery/report,Yes,https://www.icpc.gov.ng/downloads/recovery-form.pdf,Online + Investigation,✅
Interior,FRSC,Driver License Issuance,Issue new driver license,Driver License,Get legal driving authorization,Transportation,Hybrid,https://www.frsc.gov.ng,"ID, medical exam, license exam",7-14 days,"₦10,000",Nigerian citizens,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/services/license,Yes,Hybrid,https://www.frsc.gov.ng/license/new,Yes,https://www.frsc.gov.ng/downloads/license-form.pdf,Online + Biometric + Test,✅
Interior,FRSC,Driver License Renewal,Renew expired driver license,License Renewal,Extend driving authorization period,Transportation,Hybrid,https://www.frsc.gov.ng,"Current license, ID, medical form",7-14 days,"₦10,000",Licensed drivers,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/services/renewal,Yes,Hybrid,https://www.frsc.gov.ng/license/renew,Yes,https://www.frsc.gov.ng/downloads/renewal-form.pdf,Online + Medical Check,✅
Education,WAEC,Certificate Issuance,Request WASSCE certificate,Certificate,Official exam certification,Education,Online,https://www.waeconline.org.ng,"Exam ID, payment proof",7-14 days,"₦2,500-₦6,000",Exam graduates,https://www.waeconline.org.ng/contact,https://www.waeconline.org.ng/certificates,Yes,Web Form,https://www.waeconline.org.ng/certificates/request,No,,Online - Direct,✅
Health,NAFDAC,Drug Product Registration,Register pharmaceutical product,Drug Registration,Medicine authorization,Health,Hybrid,https://www.nafdac.gov.ng,"Formulation, clinical data, dossier",60-90 days,₦500K-₦2M,Pharmaceutical companies,https://www.nafdac.gov.ng/contact,https://www.nafdac.gov.ng/registration/drugs,Yes,Hybrid,https://portal.nafdac.gov.ng/drugs/register,Yes,https://www.nafdac.gov.ng/downloads/drug-form.pdf,Online + Technical Dossier + Physical Inspection,✅
Health,NAFDAC,Herbal Medicine Registration,Register herbal product,Herbal Registration,Traditional medicine authorization,Health,Hybrid,https://www.nafdac.gov.ng,"Plant documentation, analysis, safety data",45-60 days,₦200K-₦800K,Herbal producers,https://www.nafdac.gov.ng/contact,https://www.nafdac.gov.ng/registration/herbal,Yes,Hybrid,https://portal.nafdac.gov.ng/herbal/register,Yes,https://www.nafdac.gov.ng/downloads/herbal-form.pdf,Online + Plant Documentation + Testing,✅
Health,NAFDAC,Product Complaint Filing,Report unsafe product,Complaint,Product safety report,Health,Online,https://www.nafdac.gov.ng,"Product details, complaint description",Immediate,Free,Consumers,https://www.nafdac.gov.ng/contact,https://www.nafdac.gov.ng/complaint/product,Yes,Web Form,https://www.nafdac.gov.ng/complaint/file,No,,Online - Direct,✅
Health,NHIS,Claim Processing,Process health insurance claim,Claim,Insurance payment,Health,Hybrid,https://www.nhia.gov.ng,"Medical receipt, invoice, patient ID",14-21 days,Free,NHIS members,https://www.nhia.gov.ng/contact,https://www.nhia.gov.ng/claims/track,Yes,Hybrid,https://portal.nhia.gov.ng/claims/submit,Yes,https://www.nhia.gov.ng/downloads/claim-form.pdf,Online + Documentation + Processing,✅
Health,NHIS,Service Utilization,Access NHIS services,Service Access,Use health insurance benefits,Health,Online,https://www.nhia.gov.ng,"Insurance card, ID",Immediate,Free,NHIS members,https://www.nhia.gov.ng/contact,https://www.nhia.gov.ng/services/access,Yes,Web Form,https://portal.nhia.gov.ng/services/use,No,,Online - Direct,✅
Finance,CBN,Bank Account Regulations,Learn banking requirements,Regulations,Banking compliance info,Finance,Online,https://www.cbn.gov.ng,None,Immediate,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/banking/accounts,Yes,Web Form,https://www.cbn.gov.ng/information/accounts,No,,Online - Information Only,✅
Finance,CBN,Currency Exchange Services,Get currency exchange info,Exchange Info,Foreign exchange rates,Finance,Online,https://www.cbn.gov.ng,None,Immediate,Free,Traders,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/forex/services,Yes,Web Form,https://www.cbn.gov.ng/forex/inquire,No,,Online - Direct,✅
Finance,CBN,Banking Crisis Resolution,File banking complaint,Complaint,Consumer protection,Finance,Online,https://www.cbn.gov.ng,"Bank name, complaint description",14-30 days,Free,Bank customers,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/consumer/complaint,Yes,Web Form,https://www.cbn.gov.ng/consumer/file-complaint,No,,Online - Direct,✅
Finance,NCS,Import Permit,Get import authorization,Import,Trade permission,Finance,Hybrid,https://www.customs.gov.ng,"Business reg, import details",7-14 days,₦50K-₦500K,Importers,https://www.customs.gov.ng/contact,https://www.customs.gov.ng/import/permit,Yes,Hybrid,https://www.customs.gov.ng/import/apply,Yes,https://www.customs.gov.ng/downloads/import-form.pdf,Online + Documentation,✅
Finance,NCS,Export Permit,Get export authorization,Export,Trade permission,Finance,Hybrid,https://www.customs.gov.ng,"Business reg, product details",7-14 days,₦50K-₦500K,Exporters,https://www.customs.gov.ng/contact,https://www.customs.gov.ng/export/permit,Yes,Hybrid,https://www.customs.gov.ng/export/apply,Yes,https://www.customs.gov.ng/downloads/export-form.pdf,Online + Documentation,✅
Finance,CAC,Company Registration,Register limited company,Registration,Company formalization,Finance,Online,https://www.cac.gov.ng,"Company details, directors info",3-7 days,₦25K-₦100K,Companies,https://www.cac.gov.ng/contact,https://www.cac.gov.ng/registration/company,Yes,Web Form,https://www.cac.gov.ng/register/company,No,,Online - Direct,✅
Finance,CAC,Certificate of Incorporation,Get company certificate,Certificate,Get an official document proving you've completed of incorporation.,Finance,Online,https://www.cac.gov.ng,"Company name, registration number",1 day,"₦5,000",Registered companies,https://www.cac.gov.ng/contact,https://www.cac.gov.ng/certificates/incorporation,Yes,Web Form,https://www.cac.gov.ng/certificate/request,No,,Online - Direct,✅
Agriculture,FMARD,Crop Insurance Enrollment,Enroll in crop insurance,Insurance,Farmer protection,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm details, proof of farming",14-21 days,₦5K-₦50K,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/insurance/crop,Yes,Hybrid,https://www.fmard.gov.ng/insurance/enroll,Yes,https://www.fmard.gov.ng/downloads/crop-insurance-form.pdf,Online + Farm Registration + Assessment,✅
Agriculture,FMARD,Agricultural Loan Program,Access farm financing,Loans,Agricultural credit,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm details, business plan, collateral",30-45 days,₦100K-₦10M,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/loans/agriculture,Yes,Hybrid,https://www.fmard.gov.ng/loans/apply,Yes,https://www.fmard.gov.ng/downloads/loan-form.pdf,Online + Documentation + Credit Assessment,✅
Agriculture,FMARD,Mechanization Services,Access farm machinery,Services,Equipment support,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm size, equipment needs",7-14 days,Subsidized,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/mechanization/services,Yes,Hybrid,https://www.fmard.gov.ng/mechanization/request,Yes,https://www.fmard.gov.ng/downloads/mechanization-form.pdf,Online + Farm Inspection + Scheduling,✅
Agriculture,FMARD,Market Information Service,Get agricultural market data,Information,Market prices,Agriculture,Online,https://www.fmard.gov.ng,None,Real-time,Free,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/market/information,Yes,Web Form,https://www.fmard.gov.ng/market/access,No,,Online - Direct,✅
Agriculture,FMARD,Farmer Registration,Register as farmer,Registration,Farmer database,Agriculture,Online,https://www.fmard.gov.ng,"Farm details, ID",3-7 days,Free,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/farmers/register,Yes,Web Form,https://portal.fmard.gov.ng/farmers/enroll,No,,Online - Direct,✅
Environment,NESREA,Environmental Permit,Get environmental clearance,Permit,Environmental compliance,Environment,Hybrid,https://www.nesrea.gov.ng,"EIA, business details",21-30 days,₦50K-₦500K,Industries,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/permits/environment,Yes,Hybrid,https://www.nesrea.gov.ng/permits/apply,Yes,https://www.nesrea.gov.ng/downloads/environmental-permit-form.pdf,Online + Environmental Assessment + Review,✅
Environment,NESREA,Environmental Audit,Conduct environmental audit,Audit,Environmental assessment,Environment,Hybrid,https://www.nesrea.gov.ng,"Audit scope, business details",30-45 days,₦200K-₦1M,Industries,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/audit/environmental,Yes,Hybrid,https://www.nesrea.gov.ng/audit/schedule,Yes,https://www.nesrea.gov.ng/downloads/audit-form.pdf,Online + Physical Audit + Report,✅
Environment,NESREA,Pollution Control Compliance,Ensure pollution standards,Compliance,Environmental monitoring,Environment,Hybrid,https://www.nesrea.gov.ng,"Emission data, monitoring reports",Ongoing,Variable,Polluting industries,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/compliance/pollution,Yes,Hybrid,https://www.nesrea.gov.ng/compliance/report,Yes,https://www.nesrea.gov.ng/downloads/compliance-form.pdf,Online + Monitoring + Verification,✅
Science,NOTAP,Technology Transfer Registration,Register tech transfer,Registration,Technology sharing,Science,Hybrid,https://www.notap.gov.ng,"Technology details, agreement",30-45 days,₦50K-₦500K,Tech companies,https://www.notap.gov.ng/contact,https://www.notap.gov.ng/technology/transfer,Yes,Hybrid,https://www.notap.gov.ng/transfer/register,Yes,https://www.notap.gov.ng/downloads/transfer-form.pdf,Online + Documentation + Assessment,✅
Science,NOTAP,Patent Search,Search existing patents,Search,Patent database,Science,Online,https://www.notap.gov.ng,"Patent keyword, class",Immediate,Free,Innovators,https://www.notap.gov.ng/contact,https://www.notap.gov.ng/patents/search,Yes,Web Form,https://www.notap.gov.ng/patents/query,No,,Online - Direct,✅
Science,NOTAP,Technology Assessment,Assess technology value,Assessment,Tech valuation,Science,Hybrid,https://www.notap.gov.ng,"Technology description, market data",45-60 days,₦200K-₦2M,Tech companies,https://www.notap.gov.ng/contact,https://www.notap.gov.ng/assessment/technology,Yes,Hybrid,https://www.notap.gov.ng/assessment/request,Yes,https://www.notap.gov.ng/downloads/assessment-form.pdf,Online + Technical Review + Report,✅
Science,NASRDA,Satellite Data Access,Get satellite imagery,Data,Earth observation,Science,Online,https://www.nasrda.gov.ng,"Use case, area of interest",3-7 days,Variable,Researchers,https://www.nasrda.gov.ng/contact,https://www.nasrda.gov.ng/data/satellite,Yes,Web Form,https://www.nasrda.gov.ng/data/request,No,,Online - Direct,✅
Science,NASRDA,Space Technology Services,Access space services,Services,Space research,Science,Hybrid,https://www.nasrda.gov.ng,"Project proposal, technical details",60-90 days,Variable,Organizations,https://www.nasrda.gov.ng/contact,https://www.nasrda.gov.ng/services/space-tech,Yes,Hybrid,https://www.nasrda.gov.ng/services/apply,Yes,https://www.nasrda.gov.ng/downloads/tech-form.pdf,Online + Technical Proposal + Review,✅
Justice,NAPTIP,Trafficking Report Filing,Report human trafficking,Report,Anti-trafficking,Justice,Online,https://www.naptip.gov.ng,"Incident details, evidence",Immediate,Free,Anyone,https://www.naptip.gov.ng/contact,https://www.naptip.gov.ng/report/trafficking,Yes,Web Form,https://www.naptip.gov.ng/report/file,No,,Online - Confidential,✅
Justice,NAPTIP,Survivor Support Services,Access trafficking survivor support,Support,Victim assistance,Justice,Hybrid,https://www.naptip.gov.ng,"Survivor details, support needs",7-14 days,Free,Trafficking survivors,https://www.naptip.gov.ng/contact,https://www.naptip.gov.ng/support/survivors,Yes,Hybrid,https://www.naptip.gov.ng/support/apply,Yes,https://www.naptip.gov.ng/downloads/support-form.pdf,Online + Case Assessment + Support,✅
Aviation,LACoN,Launch Clearance,Get launch authorization,Clearance,Space launch,Science,Hybrid,https://www.lacon.gov.ng,"Launch proposal, technical specs",60-90 days,₦1M-₦10M,Launch operators,https://www.lacon.gov.ng/contact,https://www.lacon.gov.ng/clearance/launch,Yes,Hybrid,https://www.lacon.gov.ng/clearance/request,Yes,https://www.lacon.gov.ng/downloads/clearance-form.pdf,Online + Technical Review + Approval,✅
Aviation,LACoN,Payload Certification,Get payload certification,Certification,Space payload,Science,Hybrid,https://www.lacon.gov.ng,"Payload specs, test results",45-60 days,₦500K-₦5M,Payload operators,https://www.lacon.gov.ng/contact,https://www.lacon.gov.ng/certification/payload,Yes,Hybrid,https://www.lacon.gov.ng/certification/apply,Yes,https://www.lacon.gov.ng/downloads/payload-form.pdf,Online + Technical Testing + Certification,✅
Science,NRC,Research Collaboration,Collaborate on research,Collaboration,Research partnership,Science,Hybrid,https://www.nrc.gov.ng,"Research proposal, partner details",30-60 days,Variable,Organizations,https://www.nrc.gov.ng/contact,https://www.nrc.gov.ng/research/collaboration,Yes,Hybrid,https://www.nrc.gov.ng/research/partner,Yes,https://www.nrc.gov.ng/downloads/collaboration-form.pdf,Online + Proposal + Review,✅
Science,NRC,Research Funding Application,Apply for research funding,Funding,Research grant,Science,Hybrid,https://www.nrc.gov.ng,"Research proposal, budget, team",60-90 days,₦1M-₦100M,Researchers,https://www.nrc.gov.ng/contact,https://www.nrc.gov.ng/funding/research,Yes,Hybrid,https://www.nrc.gov.ng/funding/apply,Yes,https://www.nrc.gov.ng/downloads/funding-form.pdf,Online + Proposal + Budget + Assessment,✅
Health,FMOH,Healthcare Provider Registration,Register health facility,Registration,Provider accreditation,Health,Hybrid,https://www.health.gov.ng,"Facility details, staffing, equipment",30-60 days,₦100K-₦1M,Healthcare providers,https://www.health.gov.ng/contact,https://www.health.gov.ng/providers/register,Yes,Hybrid,https://www.health.gov.ng/providers/apply,Yes,https://www.health.gov.ng/downloads/provider-form.pdf,Online + Documentation + Accreditation,✅
Finance,CBN,Financial Literacy Program,Learn about finance,Education,Financial knowledge,Finance,Online,https://www.cbn.gov.ng,None,Self-paced,Free,All persons,https://www.cbn.gov.ng/contact,https://www.cbn.gov.ng/literacy/financial,Yes,Web Form,https://www.cbn.gov.ng/literacy/enroll,No,,Online - Direct,✅
Agriculture,FMARD,Agro-Processing Support,Get agro-processing support,Processing Support,Value addition support,Agriculture,Hybrid,https://www.fmard.gov.ng,"Business plan, facility details",21-30 days,Variable,Agro-processors,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/agro-processing/support,Yes,Hybrid,https://www.fmard.gov.ng/agro-processing/apply,Yes,https://www.fmard.gov.ng/downloads/agro-form.pdf,Online + Business Plan + Assessment,✅
